year,event_file,event,day,class,status,position,start_number,rider_name,motorcycle,club,ride_time,gps_penalty,cp_penalty,laps,total_time,start_time,finish_time,points,gap_to_leader,partial_time
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ПРОФИ,FIN,1,23,Теодор КАБАКЧИЕВ,KTM 300 EXC,СК ЕКСТРИЙМ РЕЙСИНГ,02:55:34,,,1,2:55:34.4,10:00:00,12:55:34,25,0,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ПРОФИ,FIN,2,19,Любомир ИВАНОВ,Бияча,МСК ПРЕПАРАТОРИТЕ,03:07:23,,,1,3:07:23.7,10:00:30,13:07:53,22,11:49.3,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ПРОФИ,FIN,3,26,Георги ТОПАЛОВ,Husqvarna TX 300 MY,WINBET Hard Riders,04:19:33,,,1,4:19:33.1,10:02:30,14:22:03,20,1:23:58.7,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ПРОФИ,FIN,4,30,Илиян КУЗМАНОВ,Honda,СК АФГ ТИМ,04:47:53,,,1,4:47:53.9,10:01:00,14:48:53,18,1:52:19.5,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ПРОФИ,FIN,5,666,Цветан ДЕНЕВ,KTM 300 EXC,АЛБА ДАМАСЦЕНА МСК,06:24:35,01:00:00,,1,7:24:35.6,10:02:00,16:26:35,16,4:29:01.2,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ПРОФИ,DNF,,212,Мартин ПЕТКОВ KTM EXC 300,,,,,,,,,,,,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ЕКСПЕРТ,FIN,1,272,Кристиан ПЕТРОВ,KTM 300 EXC,WINBET Hard Riders,02:39:06,,,1,2:39:06.1,10:15:00,12:54:06,25,0,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ЕКСПЕРТ,FIN,2,125,Десислав ЦЕКОВ,Husqvarna FE350,WINBET Hard Riders,02:51:53,,,1,2:51:53.3,10:18:00,13:09:53,22,12:47.2,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ЕКСПЕРТ,FIN,3,94,Димитър ЦВЕТКОВ,KTM 425,НК ЕНДУРО ВИКТОРИ,03:05:43,,,1,3:05:43.5,10:38:00,13:43:43,20,26:37.4,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ЕКСПЕРТ,FIN,4,180,Николай СЛАВОВ,KTM 300 EXC,НК ЕНДУРО ВИКТОРИ,03:07:43,,,1,3:07:43.9,10:16:00,13:23:43,18,28:37.8,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ЕКСПЕРТ,FIN,5,279,Мартин ПЕШЕВ,Husqvarna te 300i,МСК БАБИЧКА РЕЙСИНГ,03:09:23,,,1,3:09:23.0,10:26:00,13:35:23,16,30:16.9,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ЕКСПЕРТ,FIN,6,611,Светлин ИВАНОВ,Husqvarna FX350,WINBET Hard Riders,03:16:50,,,1,3:16:50.7,10:18:30,13:35:20,15,37:44.6,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ЕКСПЕРТ,FIN,7,715,Христо ГЕОРГИЕВ,KTM 350,ЕК ЛУДА РАБОТА,03:17:36,,,1,3:17:36.3,10:17:30,13:35:06,14,38:30.2,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ЕКСПЕРТ,FIN,8,102,Атанас АНГЕЛОВ,Husqvarna TE300i,WINBET Hard Riders,03:18:07,,,1,3:18:07.4,10:17:00,13:35:07,13,39:01.3,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ЕКСПЕРТ,FIN,9,101,Дурмушали САИДХОДЖА,husqvarna te 300,МСК ШАРП РАЙДЪРС,03:26:55,,,1,3:26:55.4,10:15:30,13:42:25,12,47:49.3,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ЕКСПЕРТ,FIN,10,17,Богдан ЛОЛОВ,КТМ 300ЕХС,ЕНДУРО КЛУБ СЕВТОПОЛИС,03:35:21,,,1,3:35:21.9,10:46:00,14:21:21,11,56:15.8,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ЕКСПЕРТ,FIN,11,128,Божидар КРЪСТЕВ,Beta 300 RR,ЕНДУРО КЛУБ СЕВТОПОЛИС,03:36:01,,,1,3:36:01.8,10:22:00,13:58:01,10,56:55.7,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ЕКСПЕРТ,FIN,12,131,Борис ЧАКЪРОВ,KTM 300 EXC,МОТО ДРУЖИНА БАНСКО,03:37:43,,,1,3:37:43.3,10:43:30,14:21:13,9,58:37.2,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ЕКСПЕРТ,FIN,13,997,Димитър РОЙДОВ,Beta Rr 300,ЕНДУРО КЛУБ СЕВТОПОЛИС,03:38:58,,,1,3:38:58.7,10:41:00,14:19:58,8,59:52.6,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ЕКСПЕРТ,FIN,14,203,Веско ПАСПАЛЕВ,Husqvarna TE 300,НК ЕНДУРО ВИКТОРИ,03:39:30,,,1,3:39:30.8,10:34:30,14:14:00,7,60:24.7,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ЕКСПЕРТ,FIN,15,411,Калоян ТОТЕВ,KTM TPI 300,МСК БАБИЧКА РЕЙСИНГ,03:41:07,,,1,3:41:07.5,10:25:30,14:06:37,6,1:02:01.4,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ЕКСПЕРТ,FIN,16,299,Йордан КОВАЧЕВ,Ktm300,МОТО ДРУЖИНА БАНСКО,03:41:28,,,1,3:41:28.1,10:38:30,14:19:58,5,1:02:22.0,
2020,hard_enduro_gorna-malina-2020-day1.pdf,Горна Малина 2020,1,ЕКСПЕРТ,FIN,17,194,Васил ШИШКОВ,KTM 300 EXC,МСК ЕНДУРО СЕВЛИЕВО,03:44:00,,,1,3:44:00.3,10:22:30,14:06:30,4,1:04:54.2,
