year,event_file,event,day,class,status,position,start_number,rider_name,motorcycle,club,ride_time,gps_penalty,cp_penalty,laps,total_time,start_time,finish_time,points,gap_to_leader,partial_time
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ПРОФИ,FIN,1,19,Любомир ИВАНОВ,Beta,МСК ПРЕПАРАТОРИТЕ,03:09:44,,,1,3:09:44.7,10:00:00,13:09:44,25,0,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ПРОФИ,FIN,2,112,Станислав КИРИЛОВ,Gas Gas EC300,МОТО ДРУЖИНА БАНСКО,03:10:22,,,1,3:10:22.3,10:00:00,13:10:22,22,37.6,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ПРОФИ,FIN,3,272,Кристиан ПЕТРОВ,KTM 300 EXC,МСК ХАРД РАЙДЪРС,03:10:33,,,1,3:10:33.5,10:00:00,13:10:33,20,48.8,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ПРОФИ,FIN,4,131,Борис ЧАКЪРОВ,Husqvarna TE 300,МОТО ДРУЖИНА БАНСКО,03:43:26,,,1,3:43:26.2,10:00:30,13:43:56,18,33:41.5,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ПРОФИ,FIN,5,393,Симеон НЕНКОВ,KTM 300 EXC,МОТО ДРУЖИНА БАНСКО,04:12:45,,,1,4:12:45.5,10:00:30,14:13:15,16,1:03:00.8,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ПРОФИ,FIN,6,321,Генади ИЛИЕВ,Gas Gas EC300i,МОТО ДРУЖИНА БАНСКО,04:57:26,,,1,4:57:26.7,10:01:00,14:58:26,15,1:47:42.0,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ПРОФИ,FIN,7,30,Илиян КУЗМАНОВ,Honda,СК АФГ ТИМ,05:20:38,,,1,5:20:38.8,10:00:30,15:21:08,14,2:10:54.1,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ПРОФИ,FIN,8,412,Цветан МИХАЙЛОВ,Husqvarna te300i,МСК ПРЕПАРАТОРИТЕ,05:37:48,,,1,5:37:48.1,10:01:00,15:38:48,13,2:28:03.4,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ПРОФИ,FIN,9,916,Росен ЖЕЛЯЗКОВ,Gas Gas 300,МОТО ДРУЖИНА БАНСКО,05:39:52,,,1,5:39:52.9,10:01:00,15:40:52,12,2:30:08.2,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ПРОФИ,DNF,,172,Михаил ПЕТРОВ KTM EXC,,,,,,,,,,,,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,1,94,Димитър ЦВЕТКОВ,KTM 300,НК ЕНДУРО ВИКТОРИ,03:02:22,,,1,3:02:22.3,10:14:30,13:16:52,25,0,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,2,15,Мартин МАРИНОВ,KTM 300 ЕХС,ЕК ЛУДА РАБОТА,03:03:05,,,1,3:03:05.1,10:14:00,13:17:05,22,42.8,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,3,97,Тихомир КЪНОВ,KTM 300,НК ЕНДУРО ВИКТОРИ,03:04:57,,,1,3:04:57.8,10:14:00,13:18:57,20,2:35.5,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,4,125,Десислав ЦЕКОВ,Husqvarna TE300,МСК ХАРД РАЙДЪРС,03:07:04,,,1,3:07:04.8,10:14:30,13:21:34,18,4:42.5,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,5,134,Красимир БОШНАКОВ,Ktm exc 300 tpi,ЕК ЛУДА РАБОТА,03:08:47,,,1,3:08:47.5,10:14:30,13:23:17,16,6:25.2,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,6,811,Иван ЦОНЧЕВ,Husqvarna TE 300i,АЛБА ДАМАСЦЕНА - МСК,03:09:32,,,1,3:09:32.7,10:14:00,13:23:32,15,7:10.4,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,7,180,Николай СЛАВОВ,KTM 300 EXC,НК ЕНДУРО ВИКТОРИ,03:27:41,,,1,3:27:41.6,10:15:00,13:42:41,14,25:19.3,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,8,203,Веско ПАСПАЛЕВ,Gas Gas,НК ЕНДУРО ВИКТОРИ,03:32:32,,,1,3:32:32.5,10:16:00,13:48:32,13,30:10.2,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,9,511,Светлин ИВАНОВ,Husqvarna TX300,МСК БС РЕЙСИНГ ТИЙМ,03:33:02,,,1,3:33:02.7,10:15:30,13:48:32,12,30:40.4,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,10,93,Емил МИШЕВ,Ktm300exc,НК ЕНДУРО ВИКТОРИ,03:39:17,,,1,3:39:17.9,10:16:30,13:55:47,11,36:55.6,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,11,29,Руслан ЦВЕТАНОВ,KTM 50,НК ЕНДУРО ВИКТОРИ,03:45:54,,,1,3:45:54.8,10:16:00,14:01:54,10,43:32.5,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,12,464,Иван САРПИОНОВ,Husqvarna TE300,МСК БС РЕЙСИНГ ТИЙМ,03:49:50,,,1,3:49:50.0,10:19:30,14:09:20,9,47:27.7,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,13,189,Красимир ДИМИТРОВ,KTM 300 ТПИ,МСК ХАРД РАЙДЪРС,03:55:39,,,1,3:55:39.4,10:17:00,14:12:39,8,53:17.1,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,14,400,Иван ГЕНЧЕВ,Sherco 300 se,АЛБА ДАМАСЦЕНА - МСК,03:57:59,,,1,3:57:59.3,10:15:30,14:13:29,7,55:37.0,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,15,420,Йордан ПАПУНЕВ,KTM 300 TPI,ЕК ГОЦЕ ДЕЛЧЕВ,04:00:47,,,1,4:00:47.3,10:20:00,14:20:47,6,58:25.0,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,16,9,Константин ИВАНОВ,KTM EXC 300,ЕНДУРО ЕКСТРИЙМ БОТЕВГР,04:01:36,,,1,4:01:36.6,10:15:00,14:16:36,5,59:14.3,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,17,31,Христо МИХОВ,KTM 450,МСК ХАРД РАЙДЪРС,04:05:03,,,1,4:05:03.4,10:17:00,14:22:03,4,1:02:41.1,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,18,810,Валентин МИЛЕВ,Beta rr300,АЛБА ДАМАСЦЕНА - МСК,04:11:07,,,1,4:11:07.5,10:15:00,14:26:07,3,1:08:45.2,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,19,600,Илиян ГЕЧОВ,KTM 300 tpi,ЕНДУРО ЕКСТРИЙМ БОТЕВГР,04:18:22,,,1,4:18:22.7,10:17:30,14:35:52,2,1:16:00.4,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,20,119,Николай ПЕТРОВ,KTM 300 EXC,МСК ПРЕПАРАТОРИТЕ,04:24:57,,,1,4:24:57.7,10:19:00,14:43:57,1,1:22:35.4,
2023,hard_enduro_bansko-2023-day1.pdf,Банско 2023,1,ЕКСПЕРТ,FIN,21,612,Веселин КАМЕНОВ,Husqvarna te 300,МСК БС РЕЙСИНГ ТИЙМ,04:25:28,,,1,4:25:28.8,10:18:30,14:43:58,0,1:23:06.5,
