FinalPosition,RaceNumber,FirstName,LastName,TotalPoints,RacesParticipated,BestPosition,WorstResultDropped,WorstRace,Race_alba_damascena,Race_buhovo,Race_gorna_malina,Race_kirkovo,Race_kyrnare,Race_six_days,Race_stara_zagora
1,10,Никол,ИЛИЕВА,147.0,6,1,,,25.0,22.0,25.0,25.0,25.0,0,25.0
2,750,Рая,МОНЕВА,126.0,7,2,18.0,gorna_malina,22.0,20.0,18.0,18.0,22.0,22.0,22.0
3,407,Преслава,ГЕОРГИЕВА,102.0,5,2,,,20.0,18.0,22.0,22.0,0,20.0,0
4,533,Атанаска,ГЕОРГИЕВА,88.0,4,1,,,18.0,25.0,20.0,0,0,25.0,0
5,706,Владислава,СЛАВОВА,29.0,2,6,,,14.0,0,0,15.0,0,0,0
6,788,Мария,РАЕВА,20.0,1,3,,,0,0,0,20.0,0,0,0
7,334,Цветомира,ГЕОРГИЕВА,15.0,1,6,,,15.0,0,0,0,0,0,0
