year,event_file,event,day,class,status,position,start_number,rider_name,motorcycle,club,ride_time,gps_penalty,cp_penalty,laps,total_time,start_time,finish_time,points,gap_to_leader,partial_time
2024,hard_enduro_botevgrad-2024-day1.pdf,Hard Enduro Botevgrad 2024,1,ПРОФИ,FIN,1,112,Станислав КИРИЛОВ,GAS GAS,СК БУЛДОК РОКЕТС,02:30:12,,,1,2:30:12.3,10:01:00,12:31:12,25,,
2024,hard_enduro_botevgrad-2024-day1.pdf,Hard Enduro Botevgrad 2024,1,ПРОФИ,FIN,2,272,Кристиан ПЕТРОВ,KTM 300 EXC,МСК ХАРД РАЙДЪРС,02:31:14,,,1,2:31:14.8,10:00:00,12:31:14,22,,
2024,hard_enduro_botevgrad-2024-day1.pdf,Hard Enduro Botevgrad 2024,1,ПРОФИ,FIN,3,393,Симеон НЕНКОВ,KTM 300 EXC,БУХОВО ЕКСТРИЙМ ТИЙМ,02:50:19,,,1,2:50:19.0,10:02:00,12:52:19,20,,
2024,hard_enduro_botevgrad-2024-day1.pdf,Hard Enduro Botevgrad 2024,1,ПРОФИ,FIN,4,19,Любомир ИВАНОВ,Beta 300,МСК ПРЕПАРАТОРИТЕ,02:20:56,,00:30:00,1,2:50:57.0,10:00:00,12:20:56,18,,
2024,hard_enduro_botevgrad-2024-day1.pdf,Hard Enduro Botevgrad 2024,1,ПРОФИ,FIN,5,810,Валентин МИЛЕВ,Beta rr300,МСК ХАРД РАЙДЪРС,03:09:04,,,1,3:09:04.7,10:01:00,13:10:04,16,,
2024,hard_enduro_botevgrad-2024-day1.pdf,Hard Enduro Botevgrad 2024,1,ПРОФИ,FIN,6,131,Борис ЧАКЪРОВ,HUSQVARNA TE 300,СК УАЙЛД ЕКСТРИЙМ РЕЙСИ,02:45:50,,02:00:00,1,4:45:50.1,10:03:00,12:48:50,15,,
2024,hard_enduro_botevgrad-2024-day1.pdf,Hard Enduro Botevgrad 2024,1,ПРОФИ,FIN,7,134,Красимир БОШНАКОВ,Ktm exc,ЕК ЛУДА РАБОТА,03:05:57,,02:00:00,1,5:05:57.1,10:02:00,13:07:57,14,,
2024,hard_enduro_botevgrad-2024-day1.pdf,Hard Enduro Botevgrad 2024,1,ПРОФИ,FIN,8,845,Валентин ПЕТКОВ,Ktm exc 300,МОТО КЛУБ БОЛЯРИ,04:21:00,,01:00:00,1,5:21:00.4,10:03:00,14:24:00,13,,
2024,hard_enduro_botevgrad-2024-day1.pdf,Hard Enduro Botevgrad 2024,1,ПРОФИ,FIN,9,99,Светослав МАРИНОВ,Tesla Y,МСК ЕНДУРО СЕВЛИЕВО,05:26:30,,,1,5:26:30.5,10:04:00,15:30:30,12,,
2024,hard_enduro_botevgrad-2024-day1.pdf,Hard Enduro Botevgrad 2024,1,ПРОФИ,FIN,10,189,Красимир ДИМИТРОВ,КТМ 300 ТПИ,МСК ХАРД РАЙДЪРС,03:37:11,,02:00:00,1,5:37:11.2,10:04:00,13:41:11,11,,
