year,event_file,event,day,class,status,position,start_number,rider_name,motorcycle,club,ride_time,gps_penalty,cp_penalty,laps,total_time,start_time,finish_time,points,gap_to_leader,partial_time
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ПРОФИ,FIN,1,19,Любомир ИВАНОВ,Beta 300,МСК ПРЕПАРАТОРИТЕ,01:45:26,,,1,1:45:26.2,09:30:42,11:16:08,15,0,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ПРОФИ,FIN,2,272,Кристиан ПЕТРОВ,KTM 300 EXC,МСК ХАРД РАЙДЪРС,01:46:09,,,1,1:46:09.2,09:30:28,11:16:37,12,43.0,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ПРОФИ,FIN,3,112,Станислав КИРИЛОВ,GAS GAS,СК БУЛДОК РОКЕТС,01:48:17,,,1,1:48:17.4,09:30:55,11:19:12,10,2:51.2,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ПРОФИ,FIN,4,15,Мартин МАРИНОВ,KTM 300 EXC,ЕК ЛУДА РАБОТА,01:58:05,,,1,1:58:05.0,09:31:07,11:29:12,9,12:38.8,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ПРОФИ,FIN,5,810,Валентин МИЛЕВ,Beta rr300,МСК ХАРД РАЙДЪРС,02:16:02,,,1,2:16:02.1,09:31:51,11:47:53,8,30:35.9,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ПРОФИ,FIN,6,393,Симеон НЕНКОВ,KTM 300 EXC,БУХОВО ЕКСТРИЙМ ТИЙМ,02:16:31,,,1,2:16:31.5,09:31:22,11:47:53,7,31:05.3,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ПРОФИ,FIN,7,134,Красимир БОШНАКОВ,Ktm exc,ЕК ЛУДА РАБОТА,02:23:21,,,1,2:23:21.4,09:31:36,11:54:57,6,37:55.2,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ПРОФИ,DNF,,636,Тома АРАБАДЖИЕВ 2:54:11.3,,,,,,,,,,,,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ЕКСПЕРТ,FIN,1,13,Любомир СИНЕВ,Sherco FACTORY 300,СК БУЛДОК РОКЕТС,01:46:20,,,1,1:46:20.2,09:35:43,11:22:03,15,0,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ЕКСПЕРТ,FIN,2,347,Димитър ИЛИЕВ,Husqvarna TE 300,МСК СБ МОТО РЕЙСИНГ ТИЙ,02:05:52,,,1,2:05:52.6,09:36:31,11:42:23,12,19:32.4,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ЕКСПЕРТ,FIN,3,411,Калоян ТОТЕВ,КТМ ЕХС 250,МСК БАБИЧКА РЕЙСИНГ,02:24:36,,,1,2:24:36.9,09:36:47,12:01:23,10,38:16.7,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ЕКСПЕРТ,FIN,4,118,Петър БЕНЧЕВ,Gas gas 300,ЕНДУРО ЕКСТРИЙМ БОТЕВГР,02:32:02,,,1,2:32:02.4,09:38:56,12:10:58,9,45:42.2,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ЕКСПЕРТ,FIN,5,128,Божидар КРЪСТЕВ,Beta 300 RR,ЕК СЕВТОПОЛИС,02:39:55,,,1,2:39:55.4,09:37:58,12:17:53,8,53:35.2,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ЕКСПЕРТ,FIN,6,238,Пламен КОВАЧЕВ,Sherco se 300 factory,ЕК ЛУДА РАБОТА,02:41:32,,,1,2:41:32.7,09:38:18,12:19:50,7,55:12.5,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ЕКСПЕРТ,FIN,7,217,Данаил КОСТАДИНОВ,KTM 500 EXC,МСК ХАРД РАЙДЪРС,02:42:31,,,1,2:42:31.7,09:37:07,12:19:38,6,56:11.5,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ЕКСПЕРТ,FIN,8,79,Павел ИВАНОВ,KTM 250 EXC,СК КЪРТАЧИТЕ,02:43:07,,,1,2:43:07.0,09:38:39,12:21:46,5,56:46.8,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ЕКСПЕРТ,FIN,9,262,Антоан НИКОЛОВ,KTM EXC 300,СК КЪРТАЧИТЕ,02:47:08,,,1,2:47:08.6,09:39:11,12:26:19,4,60:48.4,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ЕКСПЕРТ,FIN,10,804,Александър КРЪШНЯК,GasGas EC300,ДЖИ АР СИ МОТОРСПОРТ 20,03:00:58,,,1,3:00:58.7,09:37:32,12:38:30,3,1:14:38.5,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ЕКСПЕРТ,DNF,,280,Момчил ИЛИЕВ,,,,,,,,,,,,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ЕКСПЕРТ,DNF,,464,Иван САРПИОНОВ,,,,,,,,,,,,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,ЕКСПЕРТ,DNF,,511,Светлин ИВАНОВ,,,,,,,,,,,,
2024,hard_enduro_varna-2024-day2.pdf,ХАРД ЕНДУРО ВАРНА 2024,2,СЕНЬОРИ,FIN,1,125,Десислав ЦЕКОВ,Husqvarna TE300,МСК ХАРД РАЙДЪРС,01:56:00,,,1,1:56:00.6,09:41:27,11:37:27,15,0,
