year,event_file,event,day,class,status,position,start_number,rider_name,motorcycle,club,ride_time,gps_penalty,cp_penalty,laps,total_time,start_time,finish_time,points,gap_to_leader,partial_time
2024,endurox_alba-damascena-2024-day1.pdf,EnduroX Alba-Damascena 2024,1,ПРОФИ,FIN,1,19,Любомир ИВАНОВ,Beta 300,МСК ПРЕПАРАТОРИТЕ,02:40:48,,,1,2:40:48.4,10:10:30,12:51:18,25,0,
2024,endurox_alba-damascena-2024-day1.pdf,EnduroX Alba-Damascena 2024,1,ПРОФИ,FIN,2,112,Станислав КИРИЛОВ,GAS GAS,СК БУЛДОК РОКЕТС,02:48:27,,,1,2:48:27.0,10:10:00,12:58:27,22,7:38.6,
2024,endurox_alba-damascena-2024-day1.pdf,EnduroX Alba-Damascena 2024,1,ПРОФИ,FIN,3,810,Валентин МИЛЕВ,Beta rr300,АЛБА ДАМАСЦЕНА - МСК,03:05:39,,,1,3:05:39.4,10:11:30,13:17:09,20,24:51.0,
2024,endurox_alba-damascena-2024-day1.pdf,EnduroX Alba-Damascena 2024,1,ПРОФИ,FIN,4,15,Мартин МАРИНОВ,KTM 300 EXC,ЕК ЛУДА РАБОТА,03:07:31,,,1,3:07:31.7,10:11:00,13:18:31,18,26:43.3,
2024,endurox_alba-damascena-2024-day1.pdf,EnduroX Alba-Damascena 2024,1,ПРОФИ,FIN,5,272,Кристиан ПЕТРОВ,KTM 300 EXC,МСК ХАРД РАЙДЪРС,03:12:28,,,1,3:12:28.1,10:10:00,13:22:28,16,31:39.7,
2024,endurox_alba-damascena-2024-day1.pdf,EnduroX Alba-Damascena 2024,1,ПРОФИ,FIN,6,393,Симеон НЕНКОВ,KTM 300 EXC,БУХОВО ЕКСТРИЙМ ТИЙМ,03:13:14,,,1,3:13:14.4,10:11:30,13:24:44,15,32:26.0,
2024,endurox_alba-damascena-2024-day1.pdf,EnduroX Alba-Damascena 2024,1,ПРОФИ,FIN,7,131,Борис ЧАКЪРОВ,HUSQVARNA TE 300,СК УАЙЛД ЕКСТРИЙМ РЕЙСИ,03:18:35,,,1,3:18:35.0,10:12:00,13:30:35,14,37:46.6,
2024,endurox_alba-damascena-2024-day1.pdf,EnduroX Alba-Damascena 2024,1,ПРОФИ,FIN,8,134,Красимир БОШНАКОВ,Ktm exc,ЕК ЛУДА РАБОТА,03:47:34,,,1,3:47:34.6,10:12:30,14:00:04,13,1:06:46.2,
2024,endurox_alba-damascena-2024-day1.pdf,EnduroX Alba-Damascena 2024,1,ПРОФИ,FIN,9,189,Красимир ДИМИТРОВ,КТМ 300 ТПИ,МСК ХАРД РАЙДЪРС,04:28:27,,,1,4:28:27.2,10:12:30,14:40:57,12,1:47:38.8,
2024,endurox_alba-damascena-2024-day1.pdf,EnduroX Alba-Damascena 2024,1,ПРОФИ,FIN,10,9,Константин ИВАНОВ,КТМ EXC 300,ЕНДУРО ЕКСТРИЙМ БОТЕВГР,05:00:11,,,1,5:00:11.7,10:13:00,15:13:11,11,2:19:23.3,
2024,endurox_alba-damascena-2024-day1.pdf,EnduroX Alba-Damascena 2024,1,ПРОФИ,FIN,11,845,Валентин ПЕТКОВ,Ktm exc 300,МОТО КЛУБ БОЛЯРИ,04:41:34,00:30:00,,1,5:11:34.8,10:12:00,14:53:34,10,2:30:46.4,
2024,endurox_alba-damascena-2024-day1.pdf,EnduroX Alba-Damascena 2024,1,ПРОФИ,DNF,,30,Илиян КУЗМАНОВ,,,,,,,,,,,,
2024,endurox_alba-damascena-2024-day1.pdf,EnduroX Alba-Damascena 2024,1,ПРОФИ,DNF,,811,Иван ЦОНЧЕВ,,,,,,,,,,,,
2024,endurox_alba-damascena-2024-day1.pdf,EnduroX Alba-Damascena 2024,1,ЕКСПЕРТ,FIN,1,13,Любомир СИНЕВ,Sherco FACTORY 300,СК БУЛДОК РОКЕТС,02:27:25,,,1,2:27:25.7,10:37:00,13:04:25,25,0,
2024,endurox_alba-damascena-2024-day1.pdf,EnduroX Alba-Damascena 2024,1,ЕКСПЕРТ,FIN,2,511,Светлин ИВАНОВ,Husqvarna TX300,МСК БС РЕЙСИНГ ТИЙМ,02:31:44,,,1,2:31:44.6,10:38:00,13:09:44,22,4:18.9,
2024,endurox_alba-damascena-2024-day1.pdf,EnduroX Alba-Damascena 2024,1,ЕКСПЕРТ,FIN,3,94,Димитър ЦВЕТКОВ,KTM 300,БУХОВО ЕКСТРИЙМ ТИЙМ,02:33:17,,,1,2:33:17.0,10:37:00,13:10:17,20,5:51.3,
